work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_ratio_pt,experience_level_pt,employment_type_pt,company_size_pt,salary_usd_k,residence_iso3
2024,MI,FT,Analytics Engineer,146750,USD,146750,CA,100,CA,M,Remoto,Pleno,Tempo Integral,Média,146.75,CAN
2024,MI,FT,Analytics Engineer,75000,USD,75000,CA,100,CA,M,Remoto,Pleno,Tempo Integral,Média,75.0,CAN
2024,SE,FT,Software Engineer,175000,USD,175000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,175.0,USA
2024,SE,FT,Software Engineer,122500,USD,122500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,122.5,USA
2024,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,125.0,USA
2024,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,75.0,USA
2024,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,165.0,USA
2024,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,130.0,USA
2024,MI,FT,Data Analyst,105500,USD,105500,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,105.5,USA
2024,MI,FT,Data Analyst,61200,USD,61200,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,61.2,USA
2024,EN,FT,Data Analyst,79685,USD,79685,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,79.685,USA
2024,EN,FT,Data Analyst,79685,USD,79685,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,79.685,USA
2024,EN,FT,Data Analyst,42000,EUR,46666,LT,0,LT,M,Presencial,Júnior,Tempo Integral,Média,46.666,LTU
2024,EN,FT,Data Analyst,42000,EUR,46666,LT,0,LT,M,Presencial,Júnior,Tempo Integral,Média,46.666,LTU
2024,EN,FT,Data Analyst,102147,USD,102147,CA,0,CA,M,Presencial,Júnior,Tempo Integral,Média,102.147,CAN
2024,EN,FT,Data Analyst,79874,USD,79874,CA,0,CA,M,Presencial,Júnior,Tempo Integral,Média,79.874,CAN
2024,MI,FT,Data Analyst,51600,EUR,57333,NL,0,NL,M,Presencial,Pleno,Tempo Integral,Média,57.333,NLD
2024,MI,FT,Data Analyst,43200,EUR,48000,NL,0,NL,M,Presencial,Pleno,Tempo Integral,Média,48.0,NLD
2024,SE,FT,AI Architect,195000,USD,195000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,195.0,USA
2024,SE,FT,AI Architect,170000,USD,170000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,170.0,USA
2024,MI,FT,Engineer,194000,USD,194000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,194.0,USA
2024,MI,FT,Engineer,130000,USD,130000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,130.0,USA
2024,SE,FT,Data Scientist,154660,USD,154660,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,154.66,USA
2024,SE,FT,Data Scientist,131000,USD,131000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,131.0,USA
2024,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,235.4,USA
2024,SE,FT,Data Scientist,209720,USD,209720,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,209.72,USA
2024,SE,FT,Data Scientist,314000,USD,314000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,314.0,USA
2024,SE,FT,Data Scientist,221000,USD,221000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,221.0,USA
2024,MI,FT,Data Scientist,155000,USD,155000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,155.0,USA
2024,MI,FT,Data Scientist,124000,USD,124000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,124.0,USA
2024,SE,FT,Data Scientist,90000,EUR,100000,IE,100,IE,M,Remoto,Sênior,Tempo Integral,Média,100.0,IRL
2024,SE,FT,Data Scientist,90000,EUR,100000,IE,100,IE,M,Remoto,Sênior,Tempo Integral,Média,100.0,IRL
2024,MI,FT,Data Scientist,134275,USD,134275,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,134.275,USA
2024,MI,FT,Data Scientist,92700,USD,92700,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,92.7,USA
2024,MI,FT,Artificial Intelligence Engineer,185000,USD,185000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,185.0,USA
2024,MI,FT,Artificial Intelligence Engineer,140000,USD,140000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,140.0,USA
2024,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,250.0,USA
2024,SE,FT,Data Engineer,230000,USD,230000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,230.0,USA
2024,EX,FT,Data Engineer,225000,USD,225000,US,0,US,M,Presencial,Executivo,Tempo Integral,Média,225.0,USA
2024,EX,FT,Data Engineer,175000,USD,175000,US,0,US,M,Presencial,Executivo,Tempo Integral,Média,175.0,USA
2024,MI,FT,Data Engineer,54000,EUR,60000,IE,0,IE,M,Presencial,Pleno,Tempo Integral,Média,60.0,IRL
2024,MI,FT,Data Engineer,46000,EUR,51111,IE,0,IE,M,Presencial,Pleno,Tempo Integral,Média,51.111,IRL
2024,MI,FT,Research Scientist,173000,USD,173000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,173.0,USA
2024,MI,FT,Research Scientist,117000,USD,117000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,117.0,USA
2024,SE,FT,Software Engineer,200200,USD,200200,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,200.2,USA
2024,SE,FT,Software Engineer,182541,USD,182541,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,182.541,USA
2024,MI,FT,Analyst,172000,USD,172000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,172.0,USA
2024,MI,FT,Analyst,117000,USD,117000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,117.0,USA
2024,SE,FT,Engineer,152000,USD,152000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,152.0,USA
2024,SE,FT,Engineer,103000,USD,103000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,103.0,USA
2024,SE,FT,Machine Learning Engineer,292128,USD,292128,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,292.128,USA
2024,SE,FT,Machine Learning Engineer,141990,USD,141990,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,141.99,USA
2024,MI,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,120.0,USA
2024,MI,FT,Machine Learning Engineer,105000,USD,105000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,105.0,USA
2024,MI,FT,Machine Learning Engineer,131000,USD,131000,CA,100,CA,M,Remoto,Pleno,Tempo Integral,Média,131.0,CAN
2024,MI,FT,Machine Learning Engineer,114000,USD,114000,CA,100,CA,M,Remoto,Pleno,Tempo Integral,Média,114.0,CAN
2024,MI,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,180.0,USA
2024,MI,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,150.0,USA
2024,SE,FT,Machine Learning Engineer,265800,USD,265800,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,265.8,USA
2024,SE,FT,Machine Learning Engineer,165500,USD,165500,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,165.5,USA
2024,SE,FT,Solutions Architect,257000,USD,257000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,257.0,USA
2024,SE,FT,Solutions Architect,171000,USD,171000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,171.0,USA
2024,SE,FT,Engineer,259000,USD,259000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,259.0,USA
2024,SE,FT,Engineer,204000,USD,204000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,204.0,USA
2024,MI,FT,Associate,167500,USD,167500,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,167.5,USA
2024,MI,FT,Associate,106500,USD,106500,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,106.5,USA
2024,MI,FT,Engineer,405000,USD,405000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,405.0,USA
2024,MI,FT,Engineer,300000,USD,300000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,300.0,USA
2024,MI,FT,Manager,270000,USD,270000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,270.0,USA
2024,MI,FT,Manager,220000,USD,220000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,220.0,USA
2024,SE,FT,Engineer,170000,USD,170000,CA,100,CA,M,Remoto,Sênior,Tempo Integral,Média,170.0,CAN
2024,SE,FT,Engineer,140000,USD,140000,CA,100,CA,M,Remoto,Sênior,Tempo Integral,Média,140.0,CAN
2024,SE,FT,Engineer,170000,USD,170000,CA,100,CA,M,Remoto,Sênior,Tempo Integral,Média,170.0,CAN
2024,SE,FT,Engineer,140000,USD,140000,CA,100,CA,M,Remoto,Sênior,Tempo Integral,Média,140.0,CAN
2024,SE,FT,Software Engineer,200000,USD,200000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,200.0,USA
2024,SE,FT,Software Engineer,150000,USD,150000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,150.0,USA
2024,SE,FT,Software Engineer,284000,USD,284000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,284.0,USA
2024,SE,FT,Software Engineer,189000,USD,189000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,189.0,USA
2024,MI,FT,Software Engineer,260100,USD,260100,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,260.1,USA
2024,MI,FT,Software Engineer,185800,USD,185800,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,185.8,USA
2024,SE,FT,Engineer,190000,USD,190000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,190.0,USA
2024,SE,FT,Engineer,170000,USD,170000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,170.0,USA
2024,SE,FT,Software Engineer,314400,USD,314400,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,314.4,USA
2024,SE,FT,Software Engineer,161600,USD,161600,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,161.6,USA
2024,SE,FT,Software Engineer,289400,USD,289400,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,289.4,USA
2024,SE,FT,Software Engineer,206700,USD,206700,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,206.7,USA
2024,SE,FT,Engineer,264200,USD,264200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,264.2,USA
2024,SE,FT,Engineer,143100,USD,143100,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,143.1,USA
2024,MI,FT,Engineer,312200,USD,312200,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,312.2,USA
2024,MI,FT,Engineer,175800,USD,175800,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,175.8,USA
2024,MI,FT,Software Engineer,200200,USD,200200,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,200.2,USA
2024,MI,FT,Software Engineer,179165,USD,179165,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,179.165,USA
2024,SE,FT,Analytics Lead,205700,USD,205700,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,205.7,USA
2024,SE,FT,Analytics Lead,193034,USD,193034,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,193.034,USA
2024,SE,FT,Analyst,196000,USD,196000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,196.0,USA
2024,SE,FT,Analyst,132000,USD,132000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,132.0,USA
2024,MI,FT,Manager,177000,USD,177000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,177.0,USA
2024,MI,FT,Manager,96800,USD,96800,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,96.8,USA
2024,SE,FT,Product Analyst,174250,USD,174250,CA,100,CA,M,Remoto,Sênior,Tempo Integral,Média,174.25,CAN
2024,SE,FT,Product Analyst,89000,USD,89000,CA,100,CA,M,Remoto,Sênior,Tempo Integral,Média,89.0,CAN
2024,SE,FT,Backend Engineer,267100,USD,267100,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,267.1,USA
2024,SE,FT,Backend Engineer,190800,USD,190800,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,190.8,USA
2024,SE,FT,Engineer,293800,USD,293800,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,293.8,USA
2024,SE,FT,Engineer,165500,USD,165500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,165.5,USA
2024,MI,FT,Product Analyst,149500,USD,149500,CA,100,CA,M,Remoto,Pleno,Tempo Integral,Média,149.5,CAN
2024,MI,FT,Product Analyst,76000,USD,76000,CA,100,CA,M,Remoto,Pleno,Tempo Integral,Média,76.0,CAN
2024,MI,FT,Analyst,203280,USD,203280,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,203.28,USA
2024,MI,FT,Analyst,188586,USD,188586,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,188.586,USA
2024,MI,FT,Analyst,159000,USD,159000,CA,100,CA,M,Remoto,Pleno,Tempo Integral,Média,159.0,CAN
2024,MI,FT,Analyst,109000,USD,109000,CA,100,CA,M,Remoto,Pleno,Tempo Integral,Média,109.0,CAN
2024,MI,FT,Analyst,190000,USD,190000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,190.0,USA
2024,MI,FT,Analyst,124000,USD,124000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,124.0,USA
2024,SE,FT,Software Engineer,250200,USD,250200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,250.2,USA
2024,SE,FT,Software Engineer,117200,USD,117200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,117.2,USA
2024,SE,FT,Manager,293800,USD,293800,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,293.8,USA
2024,SE,FT,Manager,165500,USD,165500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,165.5,USA
2024,SE,FT,Software Engineer,312200,USD,312200,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,312.2,USA
2024,SE,FT,Software Engineer,175800,USD,175800,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,175.8,USA
2024,SE,FT,Solutions Engineer,345000,USD,345000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,345.0,USA
2024,SE,FT,Solutions Engineer,220000,USD,220000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,220.0,USA
2024,MI,FT,Engineer,128544,USD,128544,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,128.544,USA
2024,MI,FT,Engineer,74984,USD,74984,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,74.984,USA
2024,MI,FT,Manager,150000,USD,150000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,150.0,USA
2024,MI,FT,Manager,100000,USD,100000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,100.0,USA
2024,MI,FT,Engineer,125000,USD,125000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,125.0,USA
2024,MI,FT,Engineer,90000,USD,90000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,90.0,USA
2024,SE,FT,Engineer,314000,USD,314000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,314.0,USA
2024,SE,FT,Engineer,221000,USD,221000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,221.0,USA
2024,SE,FT,Technical Lead,346000,USD,346000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,346.0,USA
2024,SE,FT,Technical Lead,272000,USD,272000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,272.0,USA
2024,MI,FT,Systems Engineer,231000,USD,231000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,231.0,USA
2024,MI,FT,Systems Engineer,154000,USD,154000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,154.0,USA
2024,EX,FT,Engineer,273000,USD,273000,US,0,US,M,Presencial,Executivo,Tempo Integral,Média,273.0,USA
2024,EX,FT,Engineer,182000,USD,182000,US,0,US,M,Presencial,Executivo,Tempo Integral,Média,182.0,USA
2024,MI,FT,Systems Engineer,186000,USD,186000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,186.0,USA
2024,MI,FT,Systems Engineer,124000,USD,124000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,124.0,USA
2024,SE,FT,Data Architect,212500,USD,212500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,212.5,USA
2024,SE,FT,Data Architect,125000,USD,125000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,125.0,USA
2024,MI,FT,Data Scientist,260625,USD,260625,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,260.625,USA
2024,MI,FT,Data Scientist,70800,USD,70800,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,70.8,USA
2024,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,145.0,USA
2024,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,115.0,USA
2024,MI,FT,Data Engineer,135000,USD,135000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,135.0,USA
2024,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,100.0,USA
2024,MI,FT,Data Engineer,58760,GBP,73450,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,73.45,USA
2024,MI,FT,Data Engineer,46415,GBP,58018,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,58.018,USA
2024,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,160.0,USA
2024,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,110.0,USA
2024,MI,FT,Data Engineer,77000,USD,77000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,77.0,USA
2024,MI,FT,Data Engineer,60000,USD,60000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,60.0,USA
2024,MI,FT,Power BI Developer,174000,USD,174000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,174.0,USA
2024,MI,FT,Power BI Developer,106000,USD,106000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,106.0,USA
2024,SE,FT,Software Engineer,216000,USD,216000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,216.0,USA
2024,SE,FT,Software Engineer,135000,USD,135000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,135.0,USA
2024,SE,FT,BI Analyst,126500,USD,126500,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,126.5,USA
2024,SE,FT,BI Analyst,78000,USD,78000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,78.0,USA
2024,MI,FT,Data Specialist,80000,USD,80000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,80.0,USA
2024,MI,FT,Data Specialist,80000,USD,80000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,80.0,USA
2024,MI,FT,Research Scientist,179000,USD,179000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,179.0,USA
2024,MI,FT,Research Scientist,112000,USD,112000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,112.0,USA
2024,EN,FT,Analyst,89600,USD,89600,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,89.6,USA
2024,EN,FT,Analyst,50000,USD,50000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,50.0,USA
2024,MI,FT,Associate,108100,USD,108100,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,108.1,USA
2024,MI,FT,Associate,69600,USD,69600,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,69.6,USA
2024,MI,FT,Solutions Engineer,147877,USD,147877,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,147.877,USA
2024,MI,FT,Solutions Engineer,75980,USD,75980,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,75.98,USA
2024,MI,FT,Software Engineer,150000,USD,150000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,150.0,USA
2024,MI,FT,Software Engineer,95000,USD,95000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,95.0,USA
2024,SE,FT,Analyst,126500,USD,126500,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,126.5,USA
2024,SE,FT,Analyst,78000,USD,78000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,78.0,USA
2024,MI,FT,Software Engineer,200200,USD,200200,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,200.2,USA
2024,MI,FT,Software Engineer,179820,USD,179820,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,179.82,USA
2024,SE,FT,Data Engineer,133600,USD,133600,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,133.6,USA
2024,SE,FT,Data Engineer,93500,USD,93500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,93.5,USA
2024,MI,FT,Data Engineer,124550,USD,124550,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,124.55,USA
2024,MI,FT,Data Engineer,68900,USD,68900,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,68.9,USA
2024,SE,FT,Data Engineer,200070,USD,200070,CA,0,CA,M,Presencial,Sênior,Tempo Integral,Média,200.07,CAN
2024,SE,FT,Data Engineer,107730,USD,107730,CA,0,CA,M,Presencial,Sênior,Tempo Integral,Média,107.73,CAN
2024,SE,FT,Engineer,210000,USD,210000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,210.0,USA
2024,SE,FT,Engineer,145000,USD,145000,US,100,US,M,Remoto,Sênior,Tempo Integral,Média,145.0,USA
2024,MI,FT,Data Governance Manager,181600,USD,181600,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,181.6,USA
2024,MI,FT,Data Governance Manager,116100,USD,116100,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,116.1,USA
2024,EX,FT,Data Scientist,142700,USD,142700,US,0,US,M,Presencial,Executivo,Tempo Integral,Média,142.7,USA
2024,EX,FT,Data Scientist,128000,USD,128000,US,0,US,M,Presencial,Executivo,Tempo Integral,Média,128.0,USA
2024,MI,FT,Data Scientist,146875,USD,146875,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,146.875,USA
2024,MI,FT,Data Scientist,81250,USD,81250,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,81.25,USA
2024,SE,FT,Data Scientist,133600,USD,133600,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,133.6,USA
2024,SE,FT,Data Scientist,93500,USD,93500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,93.5,USA
2024,EN,FT,Data Analyst,121900,USD,121900,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,121.9,USA
2024,EN,FT,Data Analyst,79150,USD,79150,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,79.15,USA
2024,MI,FT,Analytics Engineer,143376,USD,143376,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,143.376,USA
2024,MI,FT,Analytics Engineer,77500,USD,77500,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,77.5,USA
2024,MI,FT,Data Manager,98500,USD,98500,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,98.5,USA
2024,MI,FT,Data Manager,71500,USD,71500,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,71.5,USA
2024,EX,FT,Machine Learning Engineer,280000,USD,280000,US,100,US,M,Remoto,Executivo,Tempo Integral,Média,280.0,USA
2024,EX,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M,Remoto,Executivo,Tempo Integral,Média,220.0,USA
2024,MI,FT,DevOps Engineer,229000,USD,229000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,229.0,USA
2024,MI,FT,DevOps Engineer,107000,USD,107000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,107.0,USA
2024,MI,FT,Systems Engineer,95000,USD,95000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,95.0,USA
2024,MI,FT,Systems Engineer,95000,USD,95000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,95.0,USA
2024,SE,FT,Systems Engineer,100000,USD,100000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,100.0,USA
2024,SE,FT,Systems Engineer,100000,USD,100000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,100.0,USA
2024,SE,FT,Engineer,171900,USD,171900,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,171.9,USA
2024,SE,FT,Engineer,79600,USD,79600,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,79.6,USA
2024,MI,FT,Associate,151800,USD,151800,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,151.8,USA
2024,MI,FT,Associate,96600,USD,96600,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,96.6,USA
2024,EN,FT,Engineer,82000,USD,82000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,82.0,USA
2024,EN,FT,Engineer,37000,USD,37000,US,0,US,M,Presencial,Júnior,Tempo Integral,Média,37.0,USA
2024,SE,FT,Software Development Engineer,185400,USD,185400,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,185.4,USA
2024,SE,FT,Software Development Engineer,92700,USD,92700,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,92.7,USA
2024,SE,FT,Engineer,419750,USD,419750,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,419.75,USA
2024,SE,FT,Engineer,272000,USD,272000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,272.0,USA
2024,MI,FT,Data Governance Specialist,187180,USD,187180,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,187.18,USA
2024,MI,FT,Data Governance Specialist,111410,USD,111410,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,111.41,USA
2024,SE,FT,Engineer,185000,USD,185000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,185.0,USA
2024,SE,FT,Engineer,90000,USD,90000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,90.0,USA
2024,MI,FT,Data Scientist,124800,USD,124800,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,124.8,USA
2024,MI,FT,Data Scientist,76128,USD,76128,US,100,US,M,Remoto,Pleno,Tempo Integral,Média,76.128,USA
2024,EN,FT,Data Scientist,164800,USD,164800,US,100,US,M,Remoto,Júnior,Tempo Integral,Média,164.8,USA
2024,EN,FT,Data Scientist,98090,USD,98090,US,100,US,M,Remoto,Júnior,Tempo Integral,Média,98.09,USA
2024,SE,FT,Data Engineer,184500,USD,184500,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,184.5,USA
2024,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,136.0,USA
2024,MI,FT,Data Engineer,221000,USD,221000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,221.0,USA
2024,MI,FT,Data Engineer,138000,USD,138000,US,0,US,M,Presencial,Pleno,Tempo Integral,Média,138.0,USA
2024,SE,FT,Data Analyst,199000,USD,199000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,199.0,USA
2024,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,105.0,USA
2024,SE,FT,Software Engineer,230000,USD,230000,US,0,US,M,Presencial,Sênior,Tempo Integral,Média,230.0,USA
