work_year,experience_level_pt,employment_type_pt,job_title,salary_in_usd,salary_usd_k,company_size_pt,remote_ratio_pt,residence_iso3
2024,Sênior,Tempo Integral,Data Scientist,106250,106.25,Média,Presencial,GBR
2024,Sênior,Tempo Integral,Data Scientist,81250,81.25,Média,Presencial,GBR
2024,Pleno,Tempo Integral,Manager,225000,225.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Manager,180000,180.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,201300,201.3,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,123900,123.9,Média,Presencial,USA
2024,Pleno,Tempo Integral,Robotics Engineer,88117,88.117,Média,Presencial,DEU
2024,Pleno,Tempo Integral,Robotics Engineer,70492,70.492,Média,Presencial,DEU
2024,Pleno,Tempo Integral,Manager,128000,128.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Manager,81500,81.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,250500,250.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,180000,180.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,239000,239.0,Grande,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,138200,138.2,Grande,Presencial,USA
2024,Sênior,Tempo Integral,Research Scientist,258100,258.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Research Scientist,151900,151.9,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,210000,210.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,190000,190.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Machine Learning Engineer,190000,190.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Machine Learning Engineer,155000,155.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Development Engineer,192300,192.3,Grande,Presencial,USA
2024,Sênior,Tempo Integral,Software Development Engineer,95680,95.68,Grande,Presencial,USA
2024,Sênior,Tempo Integral,Manager,221170,221.17,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,163830,163.83,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,280000,280.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Engineer,210000,210.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Manager,95000,95.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Manager,85000,85.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,220800,220.8,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,124800,124.8,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,190000,190.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,130000,130.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,143500,143.5,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Engineer,103500,103.5,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,231800,231.8,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,185440,185.44,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Engineer,75000,75.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,65000,65.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,110900,110.9,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Engineer,59101,59.101,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Engineer,143500,143.5,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Engineer,103500,103.5,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,193000,193.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,116000,116.0,Média,Remoto,USA
2024,Júnior,Tempo Integral,Bear Robotics,88000,88.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Bear Robotics,72000,72.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Analytics Engineer,150000,150.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Analytics Engineer,111000,111.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,134275,134.275,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Scientist,92700,92.7,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Scientist,134275,134.275,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Scientist,92700,92.7,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Scientist,140000,140.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,85000,85.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Modeler,132100,132.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Modeler,93700,93.7,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,260000,260.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Manager,235000,235.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Machine Learning Engineer,220000,220.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Machine Learning Engineer,160000,160.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,235000,235.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,235000,235.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,200000,200.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,165000,165.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,199500,199.5,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,97400,97.4,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,150000,150.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Analyst,130000,130.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Engineer,128544,128.544,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,74984,74.984,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,43125,43.125,Média,Presencial,GBR
2024,Júnior,Tempo Integral,Data Analyst,43125,43.125,Média,Presencial,GBR
2024,Pleno,Tempo Integral,Data Analyst,120000,120.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Analyst,111000,111.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Engineer,500000,500.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,100000,100.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Research Engineer,237000,237.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Research Engineer,170112,170.112,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,223500,223.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,94200,94.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Research Engineer,425000,425.0,Média,Presencial,GBR
2024,Pleno,Tempo Integral,Research Engineer,312500,312.5,Média,Presencial,GBR
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,242000,242.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,123000,123.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,242000,242.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,123000,123.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,242000,242.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,123000,123.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,242000,242.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,123000,123.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,242000,242.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,123000,123.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,242000,242.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Application Delivery Consultant,123000,123.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,252000,252.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,168000,168.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,216000,216.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,144000,144.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,195000,195.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,130000,130.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,247300,247.3,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,139900,139.9,Média,Presencial,USA
2024,Júnior,Tempo Integral,Research Assistant,110240,110.24,Média,Presencial,USA
2024,Júnior,Tempo Integral,Research Assistant,39500,39.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,247300,247.3,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,139700,139.7,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,180000,180.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,144000,144.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Solutions Engineer,104000,104.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Solutions Engineer,77000,77.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Manager,337000,337.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,219000,219.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,259000,259.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Software Engineer,204000,204.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Manager,210000,210.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,Manager,142800,142.8,Média,Remoto,USA
2024,Pleno,Tempo Integral,AI Engineer,90000,90.0,Média,Remoto,USA
2024,Pleno,Tempo Integral,AI Engineer,85000,85.0,Média,Remoto,USA
2024,Júnior,Tempo Integral,AI Engineer,53333,53.333,Média,Presencial,LTU
2024,Júnior,Tempo Integral,AI Engineer,32000,32.0,Média,Presencial,LTU
2024,Sênior,Tempo Integral,Manager,232000,232.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,187920,187.92,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,211800,211.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,129800,129.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,104000,104.0,Média,Presencial,LTU
2024,Sênior,Tempo Integral,Data Engineer,69333,69.333,Média,Presencial,LTU
2024,Pleno,Tempo Integral,Data Engineer,196900,196.9,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,174129,174.129,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,196900,196.9,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,177140,177.14,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,196900,196.9,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,175420,175.42,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,147430,147.43,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,88275,88.275,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,85000,85.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,85000,85.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,85000,85.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,85000,85.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,85000,85.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,85000,85.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,170640,170.64,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,73008,73.008,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,47756,47.756,Média,Presencial,GBR
2024,Júnior,Tempo Integral,Data Analyst,41227,41.227,Média,Presencial,GBR
2024,Pleno,Tempo Integral,Data Analyst,41280,41.28,Média,Presencial,GBR
2024,Pleno,Tempo Integral,Data Analyst,37870,37.87,Média,Presencial,GBR
2024,Pleno,Tempo Integral,Manager,241100,241.1,Média,Presencial,USA
2024,Pleno,Tempo Integral,Manager,146100,146.1,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,95000,95.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,84000,84.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,84100,84.1,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,48000,48.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analytics Manager,128300,128.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analytics Manager,73300,73.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analytics Manager,128300,128.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analytics Manager,73300,73.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analytics Manager,128300,128.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analytics Manager,73300,73.3,Média,Presencial,USA
2024,Sênior,Tempo Integral,AI Specialist,155700,155.7,Média,Presencial,USA
2024,Sênior,Tempo Integral,AI Specialist,75500,75.5,Média,Presencial,USA
2024,Pleno,Tempo Integral,Research Scientist,208000,208.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Research Scientist,143000,143.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Chatbot Developer,190000,190.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Chatbot Developer,160000,160.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,163000,163.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,97000,97.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,270000,270.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,135000,135.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,154660,154.66,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,139565,139.565,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,223500,223.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,109100,109.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,314400,314.4,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,161600,161.6,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,138000,138.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,86000,86.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,128600,128.6,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Scientist,90500,90.5,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,128300,128.3,Média,Presencial,CAN
2024,Pleno,Tempo Integral,Engineer,66500,66.5,Média,Presencial,CAN
2024,Júnior,Tempo Integral,Machine Learning Engineer,250000,250.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Machine Learning Engineer,113500,113.5,Média,Presencial,USA
2024,Júnior,Tempo Integral,Machine Learning Engineer,208000,208.0,Média,Presencial,CAN
2024,Júnior,Tempo Integral,Machine Learning Engineer,112065,112.065,Média,Presencial,CAN
2024,Sênior,Tempo Integral,Software Engineer,200000,200.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,136000,136.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Machine Learning Engineer,264200,264.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Machine Learning Engineer,143100,143.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,378700,378.7,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,207800,207.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,312200,312.2,Média,Presencial,USA
2024,Sênior,Tempo Integral,Machine Learning Engineer,175800,175.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Lead,287000,287.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Lead,143000,143.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Manager,214280,214.28,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,165580,165.58,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Specialist,93450,93.45,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Specialist,80100,80.1,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,190000,190.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,130000,130.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,117400,117.4,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,80000,80.0,Média,Presencial,USA
2024,Júnior,Meio Período,Data Analyst,92475,92.475,Média,Remoto,USA
2024,Júnior,Meio Período,Data Analyst,44956,44.956,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Analyst,100000,100.0,Média,Presencial,HND
2024,Pleno,Tempo Integral,Data Analyst,58000,58.0,Média,Presencial,HND
2024,Sênior,Tempo Integral,Analyst,163700,163.7,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analyst,109100,109.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Management Specialist,125338,125.338,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Management Specialist,91155,91.155,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,249600,249.6,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,151300,151.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Product Manager,211000,211.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Product Manager,142000,142.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,145410,145.41,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,111350,111.35,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,182400,182.4,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,104200,104.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineering Manager,290180,290.18,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineering Manager,269000,269.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,187000,187.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,127000,127.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Product Manager,294000,294.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Product Manager,137600,137.6,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,150000,150.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,75000,75.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,160000,160.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,130000,130.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analyst,117000,117.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Analyst,90000,90.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Analyst,124950,124.95,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analyst,83300,83.3,Média,Presencial,USA
2024,Júnior,Tempo Integral,Analyst,83232,83.232,Média,Presencial,USA
2024,Júnior,Tempo Integral,Analyst,60532,60.532,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,204000,204.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,135400,135.4,Média,Presencial,USA
2024,Pleno,Tempo Integral,Associate,234300,234.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Associate,149100,149.1,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,167900,167.9,Média,Presencial,USA
2024,Sênior,Tempo Integral,Manager,98000,98.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Solutions Architect,165000,165.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Solutions Architect,125000,125.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Engineer,312200,312.2,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,175800,175.8,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,296300,296.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,166600,166.6,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,215300,215.3,Média,Presencial,CAN
2024,Sênior,Tempo Integral,Software Engineer,143500,143.5,Média,Presencial,CAN
2024,Sênior,Tempo Integral,Engineer,264200,264.2,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,143100,143.1,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineering Manager,290180,290.18,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineering Manager,270962,270.962,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,200200,200.2,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,187391,187.391,Média,Presencial,USA
2024,Júnior,Tempo Integral,Software Engineer,110240,110.24,Média,Presencial,USA
2024,Júnior,Tempo Integral,Software Engineer,39500,39.5,Média,Presencial,USA
2024,Júnior,Tempo Integral,Software Engineer,110240,110.24,Média,Presencial,USA
2024,Júnior,Tempo Integral,Software Engineer,39500,39.5,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,158200,158.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,62100,62.1,Média,Presencial,USA
2024,Júnior,Tempo Integral,Software Engineer,110240,110.24,Média,Presencial,USA
2024,Júnior,Tempo Integral,Software Engineer,39500,39.5,Média,Presencial,USA
2024,Júnior,Tempo Integral,Engineer,82000,82.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Engineer,37000,37.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,248700,248.7,Média,Presencial,USA
2024,Pleno,Tempo Integral,Engineer,136300,136.3,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,200200,200.2,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,187000,187.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,200200,200.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Software Engineer,178360,178.36,Média,Presencial,USA
2024,Júnior,Tempo Integral,Analyst,89430,89.43,Média,Presencial,USA
2024,Júnior,Tempo Integral,Analyst,73170,73.17,Média,Presencial,USA
2024,Sênior,Tempo Integral,Site Reliability Engineer,327750,327.75,Média,Presencial,USA
2024,Sênior,Tempo Integral,Site Reliability Engineer,164000,164.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analyst,188640,188.64,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analyst,125760,125.76,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,117900,117.9,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,57500,57.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,53666,53.666,Média,Presencial,LTU
2024,Sênior,Tempo Integral,Data Analyst,53666,53.666,Média,Presencial,LTU
2024,Júnior,Tempo Integral,Data Analyst,135600,135.6,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,66100,66.1,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Analyst,83268,83.268,Média,Remoto,USA
2024,Pleno,Tempo Integral,Data Analyst,65281,65.281,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Analyst,182400,182.4,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Analyst,136100,136.1,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,96600,96.6,Média,Presencial,USA
2024,Júnior,Tempo Integral,Data Analyst,56800,56.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Consultant,193800,193.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Consultant,107300,107.3,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,139319,139.319,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Engineer,92879,92.879,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,157450,157.45,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,87100,87.1,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Engineer,202500,202.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Engineer,120000,120.0,Média,Presencial,USA
2024,Executivo,Tempo Integral,Data Visualization Analyst,142500,142.5,Média,Presencial,USA
2024,Executivo,Tempo Integral,Data Visualization Analyst,90000,90.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,230880,230.88,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,141960,141.96,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,59000,59.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,59000,59.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,220000,220.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Scientist,137500,137.5,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Specialist,85800,85.8,Média,Presencial,USA
2024,Pleno,Tempo Integral,Data Specialist,64000,64.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Quality Lead,170760,170.76,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Quality Lead,113840,113.84,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Statistical Programmer,218000,218.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Statistical Programmer,117400,117.4,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Statistical Programmer,218000,218.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Principal Statistical Programmer,106200,106.2,Média,Presencial,USA
2024,Pleno,Tempo Integral,Manager,160000,160.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Manager,130000,130.0,Média,Presencial,USA
2024,Pleno,Tempo Integral,Associate,235100,235.1,Média,Remoto,USA
2024,Pleno,Tempo Integral,Associate,149400,149.4,Média,Remoto,USA
2024,Sênior,Tempo Integral,Data Architect,235800,235.8,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Architect,171000,171.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,333000,333.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Software Engineer,189000,189.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Data Manager,53666,53.666,Média,Presencial,LTU
2024,Sênior,Tempo Integral,Data Manager,53666,53.666,Média,Presencial,LTU
2024,Sênior,Tempo Integral,Platform Engineer,202500,202.5,Média,Presencial,USA
2024,Sênior,Tempo Integral,Platform Engineer,120000,120.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,230000,230.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,120000,120.0,Média,Presencial,USA
2024,Júnior,Tempo Integral,Consultant,162240,162.24,Média,Remoto,USA
2024,Júnior,Tempo Integral,Consultant,47840,47.84,Média,Remoto,USA
2024,Sênior,Tempo Integral,Systems Engineer,183300,183.3,Média,Remoto,USA
2024,Sênior,Tempo Integral,Systems Engineer,101400,101.4,Média,Remoto,USA
2024,Sênior,Tempo Integral,Software Engineer,165000,165.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Software Engineer,135000,135.0,Média,Remoto,USA
2024,Sênior,Tempo Integral,Engineer,339250,339.25,Média,Presencial,USA
2024,Sênior,Tempo Integral,Engineer,180000,180.0,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analyst,130920,130.92,Média,Presencial,USA
2024,Sênior,Tempo Integral,Analyst,87280,87.28,Média,Presencial,USA
2024,Pleno,Tempo Integral,Machine Learning Engineer,105000,105.0,Média,Presencial,USA
